chromosome coordinate	FPKM
8:169653036-169653660	0.53902
1:264290888-264292486	0.101462
5:39898798-39906012	0.995517
5:5197254-5198826	19.8466
8:174607112-174620083	6.17663
5:188243870-188290615	0.48104
1:234658150-234658722	77.9197
3:143232786-143233998	0.207056
10:136890049-136890953	0.359155
9:19154952-19164082	0.230452
8:17370947-17372365	8.38777
4:202103198-202107756	2.3625
5:130109354-130122744	15.3088
8:125261080-125265793	0.0629257
8:158759001-158763168	3.54709
3:146602561-146604776	78.9179
2:190424049-190431552	79.8243
9:117398640-117402164	3.22314
10:75667453-75668447	1.77146
7:173486417-173490475	6.79155
mitochondrion:160500-164661	40.8195
5:175459167-175459913	0.116509
10:129251134-129290754	0.126013
1:270060812-270061496	9.29253
9:142995627-142998110	3.08488
1:280218236-280220278	20.338
2:170913860-170917400	0.0326533
5:166698180-166701169	0.805733
9:109142261-109144645	5.27958
5:216487506-216487943	0.270994
1:227061150-227065369	8.57967
4:111776635-111780853	0.118457
4:172192988-172195242	0.0852307
1:62924729-62925091	50.1098
9:5071955-5077654	8.60143
9:133886704-133891175	12.7103
1:292889739-292893983	11.4583
3:209846495-209850012	50.0006
3:23305956-23314884	1.28265
2:172109595-172118659	62.6922
3:15040000-15047905	12.3131
5:167251120-167251492	1.65568
5:46828402-46831306	5.3644
5:15433111-15436333	0.337064
5:657182-658593	0.612902
5:208745685-208751400	68.4921
6:97113475-97115733	1.16771
5:65221648-65226254	3.33768
1:288452945-288453581	1.84279
1:71144717-71148005	10.2697
6:51439464-51442785	8.30864
1:296562027-296576307	16.5474
1:271027510-271032607	0
9:155316812-155321836	14.461
5:6688331-6691221	19.4317
6:149841160-149843662	7.59272
2:208079589-208081944	15.9472
1:100335532-100348389	7.72511
2:224138777-224140145	0.101042
7:121502714-121520606	43.7528
8:64573773-64575688	0.29472
3:148219641-148223741	5.1543
5:207987193-207989124	1.20036
6:36315080-36318312	42.7848
5:123751158-123759872	0.224614
6:70291750-70293630	1.53845
7:163371036-163375467	3.89289
7:157473499-157475364	1.72731
8:47883598-47884199	0.110519
5:215265819-215267696	22.272
8:3928572-3929327	45.8554
10:3189654-3190469	0.092226
5:211443488-211449591	1.79161
7:163347672-163358446	26.4992
5:196276336-196278555	0.896961
4:178559185-178569761	0.368739
8:70060305-70060721	9.3361
2:12684059-12686676	20.2363
mitochondrion:541368-545055	78.5211
3:219741112-219742624	1.12475
10:15204961-15242312	7.26432
mitochondrion:129508-132560	108.046
9:71681834-71682159	0.31206
2:157033449-157035662	0.933077
10:93909831-93913928	0.0316102
7:20158009-20158454	0.305802
3:207900727-207901934	0.0940367
7:30659135-30681262	4.06622
9:72765345-72766808	34.516
2:133469917-133479658	2.73312
4:39782973-39788245	0.895199
8:100957953-100964937	55.2129
9:147620839-147623246	4.93663
3:157023165-157024294	2.50769
1:276561907-276562870	0.238347
5:184080222-184089452	51.4069
8:161783630-161784383	0.472639
6:161477480-161478917	0.989555
7:121815663-121817633	0.247091
6:141683531-141685594	7.57118
8:12555250-12563580	8.18285
2:52821607-52821959	15.0712
2:19677288-19677447	5.27277
9:19041768-19049590	1.04661
4:4735917-4737880	2.39756
1:273891883-273900144	5.87464
3:202942769-202965565	4.67139
5:135151832-135152087	1.11635
9:105251578-105255019	5.79487
10:127247035-127252425	6.32136
10:4527029-4528802	4.82732
1:269284324-269289476	1.81108
1:22937895-22938573	509.083
7:9601399-9611282	0
7:62973026-62979436	1.77226
10:138602528-138605352	0.170816
8:99590138-99597201	1.62438
3:166247015-166253906	7.64486
1:57748190-57749352	0.458519
1:3448054-3451414	8.73578
6:51727002-51727597	23.7946
2:11397570-11398214	9.84185
5:80803726-80807858	4.17651
1:99181659-99182922	4.82913
2:22068796-22071156	4.82817
7:10898411-10902673	0.162607
5:35091833-35092461	0.469687
1:62557970-62560480	0.817454
2:230608940-230617571	26.1707
6:101489852-101492119	0.0176823
8:135767117-135771902	3.06362
5:24714129-24723815	7.51518
1:227059089-227060674	9.27311
7:144662394-144663705	6.83173
8:154147429-154157871	1.06185
5:27643080-27643548	45.1096
2:234008451-234030261	12.498
6:4524226-4525664	0.107436
6:59884896-59888142	7.16378
9:17315381-17321668	28.1339
5:24159947-24163516	2.31301
5:169839529-169843597	6.37028
4:186499187-186500738	8.079
chloroplast:91652-131084	34.6945
6:60186281-60192154	30.4592
6:70951350-70962212	7.71762
2:204239584-204244628	0.568556
7:46259176-46259971	0.943375
5:19123689-19126862	3.07181
8:15274042-15278560	11.0236
1:300422453-300435350	13.2434
9:9497366-9507537	2.50647
10:149596176-149597872	2.15048
8:116867196-116869154	158.421
2:54631459-54632176	2.6328
6:166954567-166958991	0.0405904
7:151081794-151083794	0.084154
5:166047361-166050282	36.4508
6:137603034-137605493	0.303818
6:130004757-130006167	0.688274
4:191950334-191955467	19.6152
4:89733187-89733879	0
1:147892200-147896600	4.66799
1:273032624-273036627	1.05585
9:137282968-137297775	19.9923
9:37254319-37258399	7.9117
8:166807653-166812243	5.40195
6:121684981-121698109	0.225631
5:64438994-64441404	0.87148
4:12932437-12947629	0
7:88384061-88384574	0.418284
9:144448310-144449818	10.8038
8:172029502-172030754	0.54939
1:297406060-297407201	0.0934264
6:93827975-93838717	0
3:126308452-126310838	0.171218
5:26978430-26993286	1.32193
2:25730301-25742692	2.19743
5:30131890-30135406	1.75719
4:16611108-16613259	4.04701
5:171890316-171892679	16.5693
1:276248812-276253373	2.62839
4:18504204-18505503	0.407481
6:23047681-23054630	0.191347
5:34399888-34449447	9.71435
6:107624864-107625158	21.316
7:141596942-141597455	0.110577
10:69423693-69433754	2.21661
6:82497056-82500132	30.0645
10:2839287-2841154	2.06972
1:301161970-301181024	6.98295
3:157204567-157208000	27.6198
3:168290231-168298790	2.45292
1:159942628-159943786	25.101
1:200247874-200250455	2.41436
7:97969004-97969944	2.46847
1:85018020-85019921	1.49921
1:234789048-234791510	17.2108
5:70869157-70872295	0.529223
9:72693761-72693983	0
6:38119880-38121122	39.3825
6:137923028-137923483	12.8968
1:267537660-267547936	23.6381
9:10771790-10773640	0.139073
4:172748162-172754261	7.07242
5:2575976-2603606	0.489837
6:78824619-78826645	1.04621
4:67829077-67829635	0.0856883
4:193608974-193612427	42.365
4:5436810-5439241	0.45491
2:191965758-191973807	18.0183
4:84835604-84836111	2.60435
3:199054098-199056442	4.09959
3:151450890-151451823	5.87399
3:168963640-168965731	0.176649
4:153847097-153847906	0
4:14632235-14634105	3.43032
2:152919303-152920445	12.5548
9:1734158-1734403	98.3392
1:83659414-83660653	0.0305795
10:130219916-130221140	5.90684
1:209536011-209538518	4.26033
8:93553494-93553850	0.299609
3:209022064-209024572	0.094774
5:6352446-6356080	4.79326
6:89421365-89423707	21.447
5:181213085-181221968	4.40058
4:198563176-198566747	36.7251
4:238222375-238229214	8.35364
3:194038614-194044807	0.407149
5:212276276-212277976	0.214891
2:6361832-6363990	2.62011
1:20640719-20643262	34.6213
8:169431514-169439728	1.16621
6:20821823-20822824	0.336047
10:146993355-147001476	11.2039
2:38837472-38841468	0.113146
1:68430653-68439997	32.7335
6:1535065-1537151	4.36058
4:226568732-226569984	1.19735
6:51075055-51075645	14.1267
6:115129434-115130905	86.3809
8:137538420-137541988	0.447776
6:136515920-136519080	105.423
1:103825840-103829241	59.7896
6:144725506-144734847	9.40657
1:193252006-193255563	17.8232
4:202440878-202444654	1.76941
10:116369262-116373964	7.14872
6:165533612-165537241	51.1149
7:167716123-167732399	11.0563
3:138626548-138645400	0.80155
9:36559371-36559703	0.653716
8:170631088-170637640	55.4715
3:175691327-175695080	19.8009
4:110076665-110077864	0
mitochondrion:236901-237477	155.969
5:82234310-82236318	31.4934
2:28347705-28348409	1.05092
3:217820433-217831267	12.2859
1:83009969-83011658	0.843769
7:136176280-136178618	2.83348
5:181211642-181212483	8.51408
2:10624500-10627540	1.98421
5:30217877-30221781	0.285494
1:5009413-5014052	4.97026
7:167937216-167938605	45.4767
1:258383008-258386991	1.09297
5:90802077-90802612	0
4:201936214-201938145	2592.6
10:120782242-120784838	1.09085
4:236023116-236025051	1.27319
3:45444033-45445703	0.0986385
4:238540775-238541546	0.153379
2:197832206-197832990	12.0211
4:10031709-10037921	1.5087
9:12513409-12514767	0.134837
1:269353756-269358789	20.7635
7:175348741-175351194	0.814564
2:76905364-76906402	0
2:216851296-216853355	0.555201
1:34405243-34408863	0.557426
3:151200897-151202661	0.232806
mitochondrion:273330-275849	72.381
3:189466587-189468555	63.8642
8:159699117-159700793	11.9628
3:111057347-111082507	9.25023
3:167785854-167803095	1.22082
4:192614765-192617078	0.0186754
2:8076635-8077253	0.118566
1:223822454-223827216	0.345475
3:108415129-108422360	10.2297
3:4843281-4844855	4.36595
4:6098657-6105466	0.447942
2:49712370-49714603	0.811876
mitochondrion:95773-98789	443.752
5:203620981-203625743	15.0621
8:142428288-142431664	73.2138
5:134079441-134081964	1.34526
2:81379510-81381432	0.173596
8:98074089-98075115	0.226659
4:162256196-162265080	3.27423
2:55482906-55484252	8.59849
1:119652809-119656777	0.70386
5:166050641-166052323	33.6462
9:1183325-1184351	0.411359
5:189212555-189216372	0.895592
1:163834792-163888736	2.07898
1:32525169-32532554	66.2799
5:82137779-82143124	0.0920092
6:7132204-7137741	10.5697
7:46331592-46335380	6.1808
5:98993015-98997371	16.4353
6:133371577-133374039	1.14601
3:211721905-211725706	46.1504
2:176554728-176558411	47.9337
4:839964-841260	2.02352
2:198901740-198902172	6.20905
7:48405662-48406076	0.288519
4:4706991-4711024	5.59387
5:211002296-211002904	0.794019
2:11587555-11590413	76.6349
9:50098347-50099104	3.89058
8:82375594-82377525	0.139877
7:136016132-136022599	7.88119
4:239340768-239343394	1.29744
3:33555797-33562396	7.49809
9:109555314-109556230	1.25858
5:28063752-28066303	0.148431
10:23388782-23392102	10.6327
5:171963384-171967846	0.936741
7:138554823-138557837	2.91722
6:48604477-48605160	0
2:199547127-199550293	4.54807
1:226130127-226137023	3.44822
6:8055030-8056078	1.0973
4:196987296-196988868	2.18414
2:155511668-155512172	0.125722
1:105151203-105155338	32.0209
9:113303682-113304746	4.93737
8:173510345-173515925	5.61701
10:120494046-120495742	0.900575
6:167424075-167424806	0.895196
8:3394521-3397539	0.228502
5:5210833-5213126	0.92062
5:169667473-169684188	10.8747
9:74001998-74003403	0.962345
8:131213666-131217503	27.5841
4:31994513-31999426	2.53761
3:114738756-114740280	0.0574366
8:167191640-167194287	0.266108
8:16164363-16164876	0.377837
4:24242485-24243045	8.47711
6:153617710-153618451	0
7:144199136-144200513	1.75522
5:22555031-22556880	7.60544
10:93224471-93226100	1.54003
2:177872300-177874932	1.70597
4:11017649-11019488	0.0414015
8:163616661-163620072	6.22753
2:40678678-40704280	10.107
2:26607572-26609538	5.81308
6:153239561-153241947	15.1538
4:195378815-195380596	2.85996
8:18198586-18201751	3.27726
3:7954839-7956960	4.26904
4:233987666-233988670	0.117707
5:15128717-15132537	35.6335
8:145658002-145667670	0.401337
2:176830890-176834570	0.0777992
3:115072149-115076107	14.6059
10:149439557-149446251	4.4291
7:170244062-170247650	42.9358
2:5229653-5233677	1.98375
5:41008454-41009486	0.180243
1:57749967-57750697	0.197906
5:182906791-182907508	15.5279
mitochondrion:44258-44964	0.0673398
5:38166622-38167147	7.88862
5:34399888-34449447	0.855472
1:226002864-226010215	1.18499
6:143956524-143961905	4.4817
7:7118086-7119389	52.4973
6:142870366-142875598	0.178264
5:73123884-73137919	6.57929
1:281947576-281949820	3.30079
1:191500372-191513742	0.590705
3:12189232-12194178	1.1122
4:2852276-2855830	3.6005
3:95859756-95870872	42.2036
9:25592939-25593694	0.413422
9:10125255-10127926	1.92549
7:72542389-72542884	0.936491
5:217612274-217680843	0.0173244
mitochondrion:111496-115826	277.43
8:172125197-172127551	1.30768
7:174513796-174515778	0.792753
2:28646631-28652354	0.0541559
1:61947966-61949704	6.19775
6:107639609-107645795	26.7429
1:175867702-175868392	1.97015
10:111144116-111150837	6.63378
8:2283587-2284850	0.541102
2:43834733-43836570	0
4:11705447-11707400	15.8236
2:11378191-11382483	9.32175
1:25690699-25692699	0.19717
7:109047697-109054636	1.30419
9:23209801-23211570	3.89676
6:5866755-5871777	2.63191
9:26601449-26606727	15.8882
4:2262622-2327137	0.0590251
2:135722103-135725916	1.7067
3:58561604-58564980	0
5:205566354-205579834	8.25137
5:172032054-172036765	0.121982
2:88197473-88203967	0.93956
2:10664208-10664820	11.9064
6:134575178-134575495	0
2:128667531-128667942	0
9:110713227-110719097	11.0985
10:121688652-121692022	4.66919
10:145577120-145584318	6.26247
3:182483286-182488672	12.4364
4:33696959-33704635	18.1577
1:288471236-288492177	0.629563
3:6647467-6649187	2.12468
1:228050222-228053619	0.506043
7:136147088-136149526	360.891
2:192157753-192162802	0.700357
2:197990295-197994045	1.65843
10:69060427-69061354	1.11502
2:168515899-168516768	0.206368
9:141825337-141830182	103.354
10:121751969-121757411	1.7878
9:7177253-7182212	1.23007
8:126443108-126444042	3.16569
8:21877272-21878956	1.29207
5:180580640-180581182	0.109193
1:233294977-233298851	0.704479
4:236376931-236377441	0.8358
1:193164724-193165789	2.20598
1:55501248-55504868	0.0854354
3:9384681-9390232	2.3898
6:2389139-2396222	27.5722
8:8307096-8308784	0.234408
mitochondrion:105916-106267	15.8627
6:59598319-59598898	0.638497
2:25422806-25424047	0.666983
7:162490529-162490754	14.3961
9:24946773-24951974	5.95543
10:23405235-23405631	0.401994
2:234031968-234040756	4.92374
10:91585129-91595431	3.94377
7:49143273-49144128	0.664308
3:17258529-17263071	27.5507
5:131126907-131127487	0
3:1260876-1262711	0.134137
5:66551092-66551264	5.97982
4:182632551-182639444	1.74305
7:133378442-133380547	14.5264
1:227929059-227935278	15.5483
2:164929787-164930619	0.249827
5:88215772-88249564	0.83572
5:21316471-21318691	14.2783
3:171031965-171035591	70.2387
4:79000099-79005980	16.4085
1:62523037-62529696	31.245
5:215512491-215514957	1.90717
7:30790115-30793099	0.622343
2:214238116-214243505	16.0664
3:181546923-181549419	1.05652
8:59170817-59180125	6.06745
5:199965241-199971380	0.332749
2:218992045-218992859	0.871805
6:167429612-167438752	10.2515
4:238564365-238565828	0.388367
4:5455600-5457606	0.833424
10:92543633-92544361	0.287602
1:225584139-225585457	1.63258
3:193149932-193162348	0
8:22650050-22678325	7.51211
2:144073645-144073975	0.312222
9:93812174-93814218	244.586
5:76212641-76216507	1.95621
2:201206554-201211239	7.1899
mitochondrion:504121-505940	0.148359
5:205237018-205240533	22.8732
2:167362185-167363675	33.5088
6:131145591-131146330	0.755441
10:89976941-89984548	0.516166
6:38112845-38113592	0.141381
7:1301453-1318383	16.8688
1:35987857-35992888	5.9443
7:136025464-136027679	0.579349
5:71846308-71849950	50.2613
9:124917393-124918766	0.914431
1:195758410-195770006	2.37224
7:27978100-27982839	10.977
5:3856746-3861675	25.3374
mitochondrion:564154-564946	658.512
9:133899222-133900997	0.0395901
1:22255043-22260130	0.048404
8:166816262-166817731	0.119793
5:16685212-16690312	79.5194
10:123191550-123201913	0.519468
2:155851729-155862962	8.61693
1:193247719-193251112	3.94631
5:164854920-164858109	12.9787
1:9378736-9379200	7.81622
6:162665669-162670473	27.733
8:8289822-8294066	2.68215
4:12018991-12033228	1.88941
9:149274595-149278053	54.6213
1:188031609-188034600	26.9644
5:215058922-215063124	16.8216
7:157380467-157382220	1.94427
3:184213946-184216375	0.0410238
8:161390594-161396504	1.83796
9:139536439-139543922	7.27197
1:252631959-252633015	0.306138
5:196609430-196614456	0.684576
5:187338451-187341926	0.137591
9:6945655-6948885	1.5304
7:8218239-8220358	26.1436
2:57643339-57646559	2.65734
7:141676032-141682220	2.89693
9:1678917-1680570	173.325
9:7308152-7309906	7.18353
mitochondrion:222180-222597	0.146238
10:47220151-47220559	0.89158
7:29542054-29544356	35.4753
1:82791678-82792038	2.06861
5:62886619-62889745	0.0664214
2:168223507-168226664	5.76167
2:235346404-235348054	19.4492
2:178697858-178698897	0.039491
6:116751858-116754624	0.141889
4:156783108-156784247	0.462171
1:14105160-14106822	11.412
2:209495729-209498567	9.22348
10:91585129-91595431	2.70353
4:205687461-205688351	3.75446
3:47446407-47447264	10.0532
1:10311712-10312620	0.0908313
6:13657200-13658557	1.14695
8:126438145-126441647	68.8785
5:37175928-37176213	16.4698
2:215644197-215648676	15.0275
10:75151762-75153740	1.43496
1:43062090-43064652	22.5792
3:219784914-219786513	36.5727
4:195545908-195548933	39.8669
7:120254479-120256169	28.1747
5:87105506-87106506	0.279059
6:6513294-6515613	0.30133
2:101255466-101256643	0.0467366
1:118011965-118012206	5.46124
10:25666748-25669406	4.49431
10:90200515-90201913	2.3727
2:195740150-195741356	63.6603
6:165097996-165100335	0.449828
9:147657266-147657959	1.47909
2:10378501-10383402	3.39861
1:105228788-105231489	0.190757
2:73691447-73691835	1.87324
6:154097019-154097558	7.0632
1:55455943-55457347	11.1491
8:150925791-150928786	0.343412
10:3272819-3278611	5.74651
5:151973729-151990733	1.88345
2:153143386-153143733	68.2374
8:77167850-77169719	0.0362292
1:30904863-30915086	37.5878
2:210864910-210867473	4.63682
1:159437353-159438332	2.08173
5:28194864-28197082	7.89641
6:78817824-78821428	15.0976
4:64670461-64672131	0.0942782
6:127282100-127283490	8.31371
6:75632813-75634590	15.4224
2:214164339-214165303	0.181515
10:141076435-141079773	0.395052
9:67718069-67718605	0.170689
mitochondrion:222800-223196	28.9515
1:25623032-25623972	22.9737
7:169261293-169261544	0.850563
2:221894538-221895898	0.290123
5:181201456-181201842	0
5:75091910-75093657	18.2892
3:110218790-110250587	11.7904
9:86863071-86865460	12.1758
7:130652699-130652824	0
3:230227451-230228059	0.0913176
8:174214892-174221202	6.02975
2:163444796-163452844	15.3306
3:178134941-178137419	0.952472
10:141068955-141070073	72.5965
7:14905041-14908823	8.84354
7:8046591-8060718	5.67982
7:175291489-175292507	2.02026
6:134511528-134516946	2.82562
8:125172852-125174329	1.53819
4:60478079-60480438	0.0236319
1:83871455-83879924	1.5858
3:152201139-152203793	0.82477
2:60415395-60417474	0.697729
5:23495793-23497006	0.570562
7:4826732-4828944	0.866766
9:16326310-16327409	0.944298
5:33605346-33605727	0.162078
9:43184103-43185641	0.375077
4:189809184-189811523	0.466982
chloroplast:91652-131084	1.01368
1:34821544-34826523	13.0244
1:296201922-296204120	18.356
7:28336009-28336153	19.6016
8:116620897-116625716	75.6766
1:228016153-228020226	9.23483
6:91634914-91638128	1.2232
9:25060738-25068091	11.8805
2:150231313-150235456	6.88227
7:19626027-19626488	0.122759
3:224457569-224459736	1.30077
1:52529799-52541632	0.33496
1:20038691-20044821	0.0958772
5:197713080-197714560	2.40119
2:115064268-115065362	38.2637
9:15574700-15579158	3.99186
7:50210955-50211372	0.221204
9:6998376-7000813	1.1094
7:135627273-135628657	0.0440099
2:30968882-30969263	0.229555
3:189600066-189603736	5.09869
2:130359677-130363816	2.75961
5:5199219-5201271	4.79501
5:25904751-25915368	43.547
3:224460655-224464191	3.27443
1:165406442-165411315	4.57259
1:194932442-194935353	17.1979
5:194805621-194815316	1.3216
8:4258016-4259694	0.501255
4:54531359-54536367	20.6259
3:168523032-168526394	1.5064
8:161916384-161921746	1.85297
5:123248605-123248946	0.263561
5:6877440-6883253	12.6826
3:124287474-124287826	0.297079
chloroplast:32819-34639	37.8543
8:36454310-36454688	0
1:100903697-100909663	4.87102
3:143403528-143403687	5.99889
1:261568335-261571956	5.2156
1:73374219-73376998	9.64583
9:129517241-129519801	0.96623
6:72862781-72871090	0.0584367
7:143749859-143750770	0.654293
6:118147443-118150871	0.544662
9:135256307-135271042	14.1381
6:157323580-157324439	0.258573
2:229009164-229009472	0.407722
9:120787601-120790247	0.697394
4:157773513-157774069	0.329505
9:155277041-155283213	4.67854
3:232042901-232045887	8.31166
2:223389827-223394432	5.99602
2:27375497-27378150	3.75482
2:897001-901984	1.55679
2:220074996-220078259	51.2545
8:27797862-27799808	1.0132
2:10142659-10144958	0.165425
1:223370109-223371694	0.501655
2:214077094-214078664	1.36373
6:143567513-143568893	0.337172
3:177123762-177144879	2.63829
9:19324246-19327012	9.96234
mitochondrion:155607-155940	9.65117
2:54963517-54969223	0.328184
8:10000180-10003913	9.71247
1:21196692-21221560	2.43266
2:183824944-183825457	0.369677
4:181446149-181446512	1.4225
1:23596641-23602520	0.0361515
7:139138681-139139799	99.849
1:25620956-25622329	29.8685
9:132711603-132719572	0.203261
4:232139681-232157778	10.5247
10:77269240-77276091	17.472
8:99659491-99660568	0.842008
10:115593104-115595078	0.0413263
3:185317632-185318054	0.220397
1:298734444-298737448	3.73027
7:88303120-88304351	1.58308
4:232999857-233005287	5.82735
4:824379-826918	16.7402
8:98071911-98073594	0.391724
5:168532211-168534340	18.8908
9:6956310-6962801	0.0525259
2:177589-179372	12.8324
2:11374923-11375091	19.9628
1:44652188-44653905	0.0891793
6:90207661-90210230	98.1135
8:128486677-128489593	6.02303
1:234669792-234676339	16.5307
4:124004126-124011541	0
8:136832699-136833579	3.49582
3:207908672-207911881	22.1425
10:121688652-121692022	0
1:189592602-189594513	2.89306
1:170847949-170852831	0.553813
5:8539963-8541529	0.0289154
6:36946627-36948595	8.79071
2:158451490-158454015	1.77495
2:34343250-34361966	22.2014
2:59731173-59732310	0.0663719
4:215683478-215686139	0.849322
6:130130464-130134088	2.06282
9:3896606-3910574	6.13012
2:216550378-216553037	31.8457
7:138559786-138562909	37.7524
5:33609999-33611414	1.00741
5:12225985-12226678	1.18354
2:57067481-57068740	0.394628
10:91085868-91087538	0.166947
9:28860523-28860889	10.9437
2:8906079-8909067	17.1023
3:185750780-185754194	0.484659
mitochondrion:262805-263162	706.503
5:27767780-27768798	8.35841
2:235143761-235147655	2.84519
6:134303790-134335032	5.23015
10:144111230-144111767	0.343981
1:60163113-60165406	103.619
4:199078598-199082990	5.33541
3:158317518-158320215	0.0171413
2:108617455-108618403	1.92739
1:251162101-251163834	1.12557
1:195878178-195878689	0.665684
5:74290857-74294006	10.0446
2:114159830-114166151	62.1052
5:109138644-109139364	0.0600562
5:160470677-160472727	0.329903
3:13686213-13691557	3.90179
2:1637472-1637804	0
2:15908514-15909994	1.75013
8:142241561-142244051	0.0630615
2:125696252-125710943	182.005
2:44553001-44562139	58.1153
3:113552086-113554970	1.3747
7:97336350-97341531	7.97988
9:19034930-19038665	252.812
7:167497699-167504924	14.5779
4:185307887-185311471	0.0893094
8:123906213-123912675	12.0534
chloroplast:21467-24695	5.508
5:143670638-143673052	15.9961
9:22677938-22681262	16.9578
9:151473560-151482779	0.15265
4:189600256-189600828	17.3592
3:87977820-87981058	16.2342
8:25641157-25644313	0.586611
4:5001680-5002839	3.04705
1:65350129-65350774	11.9552
9:109528825-109530382	0.0981993
9:130649999-130654015	18.4362
2:218114391-218117604	316.261
5:162895099-162901470	1.62818
5:14924568-14926407	0.886088
9:126718178-126723107	0.241001
5:1722293-1727548	2.31237
4:186480511-186484517	3.86244
10:8800124-8802709	0.38864
1:228565218-228565965	0.61353
10:99471561-99472881	0.849752
3:191993935-191997221	7.29494
4:188209424-188213754	0.781098
5:114735674-114738142	15.7432
1:228002098-228003266	2.19436
7:138758742-138767632	1.32487
1:274511841-274518322	7.48504
2:234092342-234102994	3.9204
5:213344041-213347273	1.05855
6:151794306-151794728	87.0535
6:151795032-151797938	46.6877
1:269936438-269939430	40.2111
9:149644756-149645191	0.232825
7:6539878-6540805	15.0122
1:164506465-164509389	5.40946
6:135873431-135877237	5.11893
1:184544208-184550375	313.511
6:149491098-149492106	0.0673879
1:197602683-197602983	5.68523
4:4394433-4405495	28.1515
1:296942680-296960319	6.89615
5:152158338-152159204	0.109865
1:48553015-48556046	0.172992
3:105332704-105335713	2.30799
3:201095420-201096057	0
10:2650256-2653597	2.02197
9:5080079-5080846	0.0831336
5:9915376-9918147	21.1307
7:117259856-117260483	0.199147
1:71137573-71143370	0.0522151
5:212653738-212655188	4.88874
6:149509601-149512526	0.021062
8:163242788-163247999	4.79507
8:173103212-173107748	10.2724
2:233744331-233744988	1.74445
2:61490807-61494711	234.066
5:194399007-194404878	11.0454
4:239437358-239441369	1.42257
5:210731863-210735309	22.6293
3:159377753-159382446	0.313102
10:131885438-131887958	0.890711
1:50437924-50439468	74.7443
2:168918087-168918720	3.42887
6:116462524-116462807	1.25133
8:163242788-163247999	1.88083
4:238355939-238357484	1.56277
4:147906721-147908952	28.8883
5:193318169-193319693	2.62469
1:298294246-298298489	0.874756
10:149807229-149808257	6.43221
1:161306274-161308176	5.00712
9:124413117-124417107	0.0474805
4:39777203-39779881	10.6764
7:98556647-98559891	40.8075
4:216443207-216445899	0.504338
6:4837402-4844246	1.36991
2:96783922-96784578	0.216187
6:72873941-72874699	0.673937
4:183702617-183703995	0.852545
4:79691152-79693511	0.103661
2:146407472-146410546	0.227444
3:99710198-99728433	0.785658
7:173738864-173740690	2.00979
1:297056614-297057191	0.255838
1:8514828-8519625	1.48299
1:25414887-25422492	0.28262
9:8971611-8975297	0.259391
6:165349658-165353186	1.78209
5:211273413-211273972	0.159926
2:190488159-190489773	5.96129
7:153418060-153436196	0.406657
1:27171719-27174928	2.63496
1:261889539-261897269	31.4303
10:3442109-3446793	2.54378
4:156794118-156800490	2.91569
6:51439464-51442785	1687.8
chloroplast:75427-77189	30.1775
5:217319583-217321074	1.56197
8:169494453-169503126	7.50166
9:130655174-130657495	17.9566
2:5106695-5115025	0.594002
9:142163154-142176432	0.734066
2:212405382-212408361	41.24
3:220520715-220524593	8.07361
1:301238116-301238893	0
4:73511125-73511866	0.238774
4:137982227-137985774	4.19635
5:110462594-110515712	0.261409
1:190426340-190433427	0
5:199441287-199443232	9.86925
1:188031609-188034600	6.67731
10:17526754-17543320	4.54273
5:162008640-162014901	8.02994
7:143393428-143398038	2.03294
1:195483935-195492249	8.39027
5:163887439-163893147	11.6661
7:171482360-171486120	13.5545
1:230921553-230924249	0.225703
2:218834223-218835227	0.178733
7:123359730-123389161	0.481593
5:34959953-34966348	11.3268
2:86246625-86252553	1.46773
5:213533997-213539571	1.6084
8:172017385-172021997	19.1832
6:62544639-62546937	4.96165
1:121526488-121532532	9.60317
5:215843844-215844674	0.675382
3:199826592-199834840	9.23997
7:5563104-5565198	1.29956
4:183226690-183228090	10.7809
mitochondrion:273330-275849	0.16321
1:292889739-292893983	3.01814
9:126933530-126936356	0.292428
5:17314848-17317616	1.36056
3:58017559-58019229	9.98867
2:18762221-18765394	8.53533
3:157199414-157200577	16.5616
7:150889840-150897264	0.19169
3:180769862-180776520	1.21381
2:122722141-122722731	1.39448
9:20693834-20695096	498.051
2:4820571-4831541	0.059215
8:133837594-133839859	0.209959
1:225580265-225581117	2.236
1:233454839-233458873	0.885613
10:124187353-124192051	2.69793
5:166213465-166218748	0.148519
mitochondrion:548030-548695	542.196
10:126581439-126586818	3.04185
4:187461589-187465927	0.317494
1:223370109-223371694	0.0953003
7:9368738-9372491	2.41678
1:22246903-22253428	7.23167
9:109552962-109553332	2.28031
2:109134179-109134455	0.439624
5:159164006-159167045	5.67124
1:236088922-236128384	3.32136
4:214544431-214545817	2.70241
1:71997867-72013905	2.02187
2:95153443-95153785	0.290452
2:220923626-220927138	71.819
7:135822626-135823600	4.49341
8:159387883-159389335	2.56408
7:141576280-141578904	17.7119
2:24657476-24663480	1.19022
4:68585534-68586141	0.114511
2:176273497-176273761	2.28564
10:21009143-21011344	0.534787
5:184489821-184493496	0.443317
8:174773549-174779993	0.892163
10:13370799-13371663	0.0566678
3:34678216-34678633	0.182604
2:175340306-175342259	0.748789
8:148091351-148093415	0.0663703
5:158811515-158818914	1.51483
2:197830891-197831816	14.3503
mitochondrion:262383-262761	1107.08
1:23099312-23102132	0.457694
5:212203804-212207473	0.413212
5:208025944-208029939	1.78739
