chromosome coordinate	FPKM
8:100763500-100763770	2.59396
10:120292944-120293346	0
2:209930104-209930776	17.0666
1:215528326-215531104	0.143827
7:163111473-163113041	0.806277
8:13981103-14003116	0.39632
8:13981103-14003116	0.0452438
8:13903875-13904109	3.63417
1:150603555-150604395	0
10:54439901-54440399	0
7:150785565-150785812	0
3:75495593-75503302	0
1:117868961-117870310	0.847265
10:146749162-146803543	0.140036
10:146749162-146803543	1.78714
10:146741182-146747035	0.0685233
10:106101673-106104157	0.247327
10:106230163-106232764	0.183458
7:140686654-140691401	7.62119
10:115937511-115938106	1.98952
9:13163474-13174673	0.642411
5:109886809-109887220	0
5:109874816-109883152	0.121214
8:24529726-24530886	0.855544
2:167327280-167333682	2.21944
2:93935854-93936951	0.259562
9:29138309-29138684	0.208536
7:63059443-63060483	0
1:233656656-233657195	5.48717
7:67210822-67211356	0
1:131602062-131602836	0
UNKNOWN:5432764-5435940	0.48019
3:225926104-225927801	8.22805
8:140173953-140175109	0.290769
7:145299424-145302504	12.6819
6:119696578-119696788	0
1:234939754-234940706	0.338376
6:86042426-86051058	0
3:55444647-55445684	0.360684
3:35929869-35933301	4.98314
1:277929802-277936049	0
10:147902438-147907475	0
10:119060271-119060523	0
3:32111947-32112875	0
7:167949626-167950391	0.125465
7:167969629-167970409	0.0970438
7:167967492-167969199	0.0239561
2:31842620-31842803	0
2:107533277-107533895	6.52854
5:26660014-26688602	0.59129
5:26660014-26688602	0.949545
10:67233722-67235270	1.48776
3:206518862-206530467	0.297617
5:143791106-143795311	0
5:13722593-13724402	0
2:192407059-192407545	2.20036
2:192408198-192410443	2.22339
3:19697391-19697745	0.732944
3:216484814-216488825	10.1396
7:7459475-7463051	2.81325
1:220307457-220339987	0.336383
8:114400570-114417378	0.41319
6:130247487-130248375	0.242259
6:130253835-130254309	0.269524
9:117696503-117698286	33.0341
7:136570995-136574421	0.539927
3:57205120-57205905	0
1:75142182-75146044	0.811834
5:21420690-21424886	1.05403
1:285066445-285067168	0.232412
1:285074424-285077537	1.28252
1:125804097-125812407	0.425011
8:139108167-139108437	0
3:144615128-144616599	0.316687
3:144606078-144607216	1.5365
5:47675015-47676944	0.779305
4:193505171-193524523	0.396315
2:220002481-220006842	0.074114
3:160932964-160936231	5.56539
1:290139769-290161386	0
10:15204961-15242312	0.47084
10:15204961-15242312	0.572853
2:18457731-18457971	0
6:126651392-126651997	0
3:72898619-72928052	0
1:206331782-206342763	0.678072
4:214293755-214294260	0.342245
6:34537932-34538379	0.480314
6:64093417-64093786	1.72697
5:33929743-33931243	0
1:43547141-43555047	2.76158
7:28287018-28288240	0.601509
3:193617252-193618648	0.0986227
5:181936106-181938581	0.0343615
2:46534344-46537526	1.30598
9:30078131-30078479	0.855547
9:30050059-30075222	1.49574
6:93840729-93842955	0.065626
10:25777513-25780758	0.499894
10:6529796-6530246	0.473342
6:130820633-130821936	0
2:15685563-15686511	211.008
3:41366276-41371228	0.643049
3:41366276-41371228	2.12128
9:139942774-139945257	0
1:152162363-152162816	0
2:108630217-108681539	0.987269
3:133487480-133497532	0.267627
8:129500965-129506693	0.206769
10:68004213-68004971	0.185148
6:83637699-83639754	0
6:83633584-83635913	0
8:150964409-150965270	0.775451
1:122162498-122163689	0.155901
2:124057199-124083556	0.653262
7:15458375-15460243	0.157104
9:25495481-25495829	0.779841
1:76625483-76626287	0
2:72206050-72207447	0.729307
2:72129713-72134474	0.109936
6:113720107-113720674	0.790988
6:113667683-113673250	0.324064
2:228346760-228348568	0.107112
3:33438923-33450682	0
3:33565291-33570884	0.760921
10:23245982-23251624	8.59609
1:43372631-43374346	0.0893094
5:18673392-18673635	0
3:187451094-187471591	0.0246247
2:6715492-6716368	0.402128
2:6820715-6853179	0.297236
4:49937682-49941580	5.03263
4:49970396-49974023	0.0597791
10:35162475-35167428	0.535832
4:195622403-195628001	0
1:192145596-192147266	0
6:160545825-160547319	1.4026
8:57909850-57911305	0.560914
7:127731427-127732108	0.214716
8:128751311-128752473	6.42676
3:42255050-42259570	1.01901
3:178271083-178273037	0
5:89852100-89864514	1.37885
10:21013651-21021042	0.390973
8:112392565-112394484	0
2:199455005-199455480	0
5:1569534-1577244	0.147387
3:16305229-16305631	1.22286
4:204043590-204043812	0
8:115339114-115340870	0
8:102800951-102801745	0
5:204055705-204056587	0
10:17506750-17507263	0.699
1:262565831-262566592	0
7:122346281-122346821	7.87002
2:135720171-135720546	0
5:21215597-21216796	22.5105
7:17771379-17773131	0
6:5793712-5849513	0.0229284
1:214923126-214929521	0.309199
6:26715374-26717432	0
6:122113692-122114729	0.0843707
9:114742143-114744563	0.0438066
8:175150777-175151936	0.802541
8:175185351-175188965	0.0702841
8:175215852-175219214	297.117
5:189704285-189705825	0
7:82326930-82327341	0
6:34442194-34456096	0.716329
7:98594326-98594779	0
6:125379150-125379570	0
5:70032309-70032537	0
5:69971181-69972036	0.14696
8:171164327-171166272	0
8:171169593-171170426	3.41715
8:171193954-171194488	2.66415
9:136904752-136912838	5.61444
6:157019167-157019491	0.44916
10:92780254-92795025	1.01833
5:199126527-199135490	0.0274081
5:199142127-199143749	0.18902
5:199153497-199154226	0.484991
2:11513216-11513435	6.12473
3:77007891-77037943	0.85203
10:134258161-134260427	0
8:70944998-70971683	0.534848
3:207400389-207410109	0.697036
5:204934785-204935364	0.56202
3:222406796-222410925	14.6041
6:24316768-24318275	0.281304
9:47636451-47639265	0.0464993
8:110987837-110990420	31.565
7:20092648-20092888	0
10:114948104-114948845	0.279648
7:46203011-46205605	0
3:157508957-157517825	19.5265
3:157575852-157577265	38.1373
3:157585736-157588160	0.259627
3:157416436-157417264	0.433185
10:90219868-90222552	17.1973
9:113603799-113604702	0.98277
5:211808647-211818529	0.429067
9:136794947-136796412	0.368802
9:99087086-99088637	0.304633
6:96687741-96690699	27.4757
7:36523593-36532994	0.193154
6:151130638-151134853	3.75234
9:35402849-35412485	2.11921
6:118861688-118869405	0
8:6259321-6260413	0.0665803
1:128498190-128498502	0.382576
5:36681060-36681405	2.06484
9:33591260-33591590	1.25457
2:169633045-169633585	0.435771
3:5328986-5333008	0
3:123550490-123555223	0
4:230477067-230478174	0.0482559
10:124183225-124186051	2.41048
10:124230995-124237641	18.1602
3:77007891-77037943	0.322506
8:133082303-133082693	0
8:133025405-133027927	15.0251
10:115372309-115373070	0.0634369
8:78638028-78639525	1.05084
8:78640406-78643457	10.1847
8:3666740-3667088	0.294009
7:163983629-163984049	0.904269
3:119976457-119979731	3.61101
2:80272478-80272706	0
10:132534204-132541075	1.19245
4:32229859-32231506	1.1059
4:32162276-32162762	6.51823
4:32164014-32165649	0.101405
2:118522474-118526542	2.13787
7:78790565-78813787	0.146995
2:174469494-174470137	3.20232
3:192016060-192016366	0.359726
1:299638956-299642749	0.688733
1:299608576-299609401	1.95306
1:299528034-299529150	1.89155
1:299542045-299545429	0.523828
7:76265294-76304932	0.171487
7:76250697-76251111	0.17556
10:27647979-27650691	0.821914
10:27696403-27697150	0.1518
10:27714866-27715537	1.56766
10:79278671-79281753	0.331409
10:79370666-79371107	60.8925
7:160299689-160300180	0.991255
7:160253688-160254129	0
1:176757273-176758753	33.5084
4:195741444-195741834	0
8:164356752-164363486	1.44922
3:184631673-184632285	0
5:40337996-40357520	0
2:56702452-56704402	0.246532
2:222723205-222731575	1.02129
7:29746912-29747557	0
5:51492160-51492811	0.860397
4:12580009-12609706	2.2448
7:1966538-1968896	0
6:104210133-104213262	0.355537
7:36215258-36216493	0.278857
7:36217403-36218259	9.57272
4:233769444-233771085	0.158333
8:8730983-8731430	23.9783
2:222325666-222326347	0.959259
8:118529128-118653539	4.68284
2:226963056-227123377	2.44743
6:137030624-137032622	0.643594
6:137029390-137030029	0
6:137016079-137018304	1.9536
6:137078713-137080990	1.09367
5:135288384-135290727	0.712982
3:30531097-30533434	0.162586
3:30539242-30539758	0
1:119325944-119326674	0
2:122951774-122956746	0.0844081
6:75163044-75163918	0
10:127616647-127622993	111.258
3:54172795-54173125	0.490717
6:80566676-80567051	0.462242
8:41086388-41086772	0
8:171439298-171441969	1.93216
3:192409366-192413520	1.44449
3:192351597-192352260	0.0742991
8:101425994-101431766	0.0723497
8:139351293-139351917	0.255771
9:117955265-117955583	0
5:125232561-125233662	0
10:145202931-145207597	0
9:37283914-37284918	0.353375
8:170275293-170276742	2.15078
8:170316261-170329070	2.39001
3:104444611-104444992	0
6:128323598-128324401	0.113022
3:188558063-188558486	0
3:188528547-188530570	0
6:107356871-107359050	0.0519358
1:61596129-61596501	0
1:61612999-61620826	5.64612
1:61621306-61622780	0.369774
1:61666244-61668447	1.61832
4:16376701-16377785	5.95287
2:189543921-189544499	0.272142
2:189554714-189555370	0.522282
2:189560452-189563321	2.23407
1:270062641-270062950	0
7:11905736-11906042	0
7:11793043-11794306	0.144146
9:14563083-14585427	0.975466
5:200441642-200442539	8.03138
4:18180471-18180669	0
4:197847502-197848813	0.604666
8:146839789-146843951	0
4:59256568-59256919	0.232479
7:68892127-68897441	0.289061
7:68906041-68909293	0
1:62234386-62243455	0.531254
1:53993817-54008860	1.13399
4:44820547-44826962	0
9:34907338-34907824	9.15069
10:102366578-102371637	11.22
10:102318700-102320375	221.966
3:199983674-199984303	4.53973
2:162962061-162982456	0.54578
5:52420869-52421208	1.83897
9:153486473-153486827	0.288895
9:128301286-128318561	0
6:159470219-159471460	0.725138
5:94925258-94927599	0
1:92018612-92018834	0
9:114690542-114717781	0.0418573
4:22613727-22624402	22.5422
6:7813950-7814725	0
4:186839741-186841049	0.713909
4:3875891-3879107	0.0527678
2:19923237-19926348	0.67985
7:30508656-30509250	1.60644
6:89641372-89641663	0.890947
10:39135192-39136924	0.489036
5:199519523-199520384	0.756533
6:130438011-130438338	0
1:90545191-90557350	7.15035
2:138906161-138907115	0
9:144141815-144161899	0
9:34915236-34915668	0.135872
9:137147624-137148919	0
9:137081898-137086760	0.198167
7:21638962-21639401	0
7:21633431-21636570	0.186863
4:9351019-9355691	0
7:84957772-84958198	0.884112
10:81848031-81848830	55.3019
6:134012945-134013287	0
9:71260946-71266078	0.80386
4:84831996-84833223	7.23783
4:84836307-84836709	0.944982
4:84838441-84840887	1.54442
3:40160030-40160258	0
1:103559727-103560532	1.00255
7:2133069-2135323	34.3503
8:65308162-65310194	0.153342
7:15798061-15806858	0.230841
1:14858515-14863230	0
9:29852641-29855115	0.0612191
1:100575654-100577421	0.18201
1:100581756-100582284	0.156575
1:100597916-100599810	0
8:11265562-11266465	0.635011
7:124539334-124539833	0
5:28953890-28955024	0.521211
8:169136712-169141823	0.818751
8:52299254-52299758	0.319211
7:169963037-169968795	0.532018
7:170530559-170540973	1.32954
7:6069772-6070794	1.93145
4:237868445-237932504	1.03903
8:168669879-168670857	8.48314
6:89785631-89788795	0.840802
6:18156458-18158445	1.34106
5:151839086-151841867	0.0236504
4:79585998-79587272	0.481423
4:79591392-79592560	5.04507
5:33289708-33421404	1.03622
6:117655002-117657918	0
7:42195361-42195652	0
8:29363834-29364368	0.502194
2:158945279-158945702	0
10:86099714-86100737	0.521752
9:142806736-142811172	36.8633
5:106094214-106094469	0.886258
7:95434750-95436675	0.142236
8:125190210-125193768	40.0638
8:125180330-125182094	2.41329
8:125170396-125171886	0
8:125140850-125145597	0.010066
8:125225854-125226494	147.663
8:125196524-125197922	0.36136
4:208082845-208085673	0
1:282893945-282900413	0.609958
4:124781044-124789968	0.601524
4:183086552-183089394	0.323324
4:57698093-57699633	0.452629
4:57693883-57695966	0
4:75559212-75559713	0.28975
1:59388402-59388901	0.670601
1:59462360-59469906	0.49428
1:100991524-100992887	0.0611142
3:158979320-159007265	7.91828
3:158979320-159007265	0
4:69339396-69344018	51.7056
4:131010546-131027664	0.188657
4:131033417-131035728	0
5:100686315-100699990	0.146105
1:102948792-102950569	0.410137
3:3475914-3478645	2.83868
4:197923782-197925160	0.385263
6:56233566-56235444	3.04415
2:210529066-210531072	4.41024
2:197008282-197009119	0.284172
6:4884187-4890475	16.9717
7:154001085-154003903	0.161384
1:68675007-68675987	0.0750858
5:181014742-181016466	0.816958
5:181002072-181011482	72.6809
5:181193834-181196859	4.31799
5:181197345-181200367	7.77896
5:181206790-181210477	8.56595
4:188719397-188720507	0.458363
9:134834432-134835701	0.266883
1:229034224-229035059	0.553919
1:23582643-23586128	0.0328254
1:23580911-23581530	0.142249
4:205546472-205546879	0
1:166361947-166364519	0.297714
1:166324699-166341219	13.7588
4:205308124-205309513	0.794854
4:222958342-223019623	1.04123
4:222958342-223019623	0.348743
4:223045682-223051898	2.0645
4:125981164-125981464	0
1:237458101-237487302	0
2:21903374-21906863	0
4:239214167-239216919	0.293389
4:239203067-239206028	0.0868464
1:59137859-59141285	2.79884
8:109040529-109042054	505.067
5:59425798-59426044	0
4:227488741-227490058	0.348592
5:150803009-150806764	0.0564766
6:159177479-159179985	0.0435849
6:159182868-159186895	4.74637
5:74458689-74459094	0.381468
1:197462895-197464488	0.136704
1:199738771-199739612	0
9:1840760-1851533	0.640059
4:191583951-191584401	0
6:159694620-159696531	0.079941
6:159616912-159618624	0.0369285
6:111370861-111372772	2.9517
10:74265390-74266530	0
6:49101062-49101644	0.401624
6:116345194-116346656	0.228306
6:116466872-116467350	0
6:91617453-91617723	2.63207
3:144084228-144084618	0
1:294997959-294999348	219.111
1:294932400-294936784	0.0611075
1:46852657-46861936	1.75563
6:151770258-151778529	4.6867
9:137411218-137413616	5.31638
9:137250531-137257691	0.104233
9:137329551-137334176	1.10572
9:137336818-137339379	2.06523
9:137355934-137356690	0.0836118
9:137350753-137354173	0.0175772
9:137344167-137344612	25.2929
1:292659477-292671866	0.209049
1:292659477-292671866	15.4043
5:39870760-39883919	1.12378
9:134615999-134616651	0
9:17905186-17908271	1.22334
10:52419266-52447583	0.217445
8:27004381-27004804	1.31636
1:213655165-213664129	0.462964
1:77241558-77252224	0.409204
9:141081488-141086804	0.674086
2:155869509-155876717	0
3:15432767-15434186	0
3:131931002-131931748	0
8:133338921-133340047	0
1:256282351-256284911	0.205629
2:41471223-41474434	0
6:6616748-6616952	0
10:27193234-27193723	1.5196
10:3271119-3271395	0
9:28441744-28442361	0.647302
1:171740609-171855016	0.316913
5:64095145-64096408	0.710501
2:77605519-77607713	73.1131
4:93402813-93403113	2.78364
6:30151093-30151501	0
6:25336820-25337521	6.04697
5:32424802-32462467	0
8:163507375-163507855	2.04395
3:690874-692941	0.454969
3:666461-668901	0
3:654964-655642	2.29166
3:742471-742906	0.666911
4:239081136-239095955	0.843753
6:159772034-159773976	40.3116
6:159888495-159892251	0.663005
2:63165311-63166569	0.336289
5:14093966-14094248	0.67567
1:247425821-247450490	0.265662
1:57349175-57349496	1.85818
5:179270547-179271586	6.53794
1:84538002-84543910	0.942346
5:32424802-32462467	0.921217
5:32424802-32462467	0.16462
10:130721587-130723152	1.52602
5:12290387-12291897	181.495
5:64030396-64030612	0
9:41816460-41818212	0
1:17502895-17506886	0.0554997
1:17502895-17506886	0
1:17525993-17527991	5.4738
10:87183877-87185612	0
2:46344345-46345626	23.6689
2:166098799-166099431	0
2:166208935-166209463	0
6:124006298-124042554	0.0511673
1:196306603-196307277	98.1429
2:38593955-38596134	0
5:86012513-86014204	1.35094
5:44152909-44159732	2.69629
5:187288361-187319912	0.354357
5:61958268-61959084	0.155214
5:67872091-67872823	0.930132
2:88724483-88728836	0.0843615
2:43000188-43001179	4.30886
1:124664517-124680668	0.431942
2:127213703-127214882	0
6:140985905-140986200	3.37549
9:14834850-14841094	5.12563
9:14868945-14872355	0
5:193520728-193521263	0.256892
9:125895070-125896370	3.81825
9:57222898-57224005	0
3:51746882-51750865	0.113189
4:127209792-127210332	0.28488
8:136415575-136418849	2.5988
8:136412825-136414876	12.4812
1:252793889-252800541	4.81565
5:26808264-26809793	0
2:171235347-171236436	0.925908
1:173870757-173871175	0.9953
2:156781448-156785134	0.772815
5:173877474-173878774	0.193011
5:197713080-197714560	0.326788
3:208916571-208916992	8.03552
3:198932467-198933022	84.8794
1:35551305-35552091	0.0578937
2:152198918-152199281	3.49991
5:2575976-2603606	9.88887
1:141269682-141284975	1.16041
2:157461493-157494360	0.406902
2:157316686-157318463	0
5:210773326-210773755	0.547731
3:202897660-202908175	0.639191
3:202940270-202942726	0.0984895
3:202827009-202833426	4.10441
3:202844836-202848761	3.12934
3:38173757-38179935	9.1474
5:49253259-49255662	17.1305
5:93874194-93874992	0.0635923
10:137191801-137192129	1.85476
8:132592069-132594217	0
